housing_median_age,population,median_income,median_house_value,ocean_proximity,rooms_per_household,population_per_household,bedrooms_per_room
32.0,855.0,3.5833,92800.0,NEAR OCEAN,5.829479768786127,2.4710982658959537,0.17798710956866634
19.0,531.0,1.6838,95800.0,INLAND,4.350746268656716,3.962686567164179,0.19382504288164665
27.0,1537.0,6.6085,344700.0,<1H OCEAN,6.410891089108911,2.536303630363036,0.17014157014157014
20.0,1081.0,4.5398,143100.0,INLAND,7.005277044854881,2.8522427440633247,0.16271186440677965
44.0,668.0,8.72,415900.0,<1H OCEAN,6.163179916317992,2.794979079497908,0.1697216564833673
52.0,648.0,5.3124,500001.0,NEAR BAY,5.348648648648648,1.7513513513513514,0.18140474987367358
17.0,773.0,3.1563,277000.0,<1H OCEAN,6.095384615384615,2.3784615384615386,0.1872791519434629
8.0,2156.0,2.7778,86900.0,INLAND,5.403641881638847,3.2716236722306524,0.19404661611906768
39.0,1351.0,4.3056,251300.0,<1H OCEAN,5.9079754601226995,2.7627811860940694,0.1789546555901696
36.0,531.0,5.6346,272500.0,<1H OCEAN,6.154205607476635,2.4813084112149535,0.17312072892938496
6.0,1319.0,6.9326,324600.0,NEAR OCEAN,7.314775160599572,2.8244111349036403,0.1443208430913349
34.0,1542.0,4.6211,248900.0,INLAND,5.525531914893617,3.2808510638297874,0.17751251443973817
26.0,47.0,1.125,87500.0,INLAND,5.0,2.611111111111111,0.2
52.0,1630.0,1.65,265000.0,NEAR BAY,2.5322033898305083,2.76271186440678,0.40829986613119146
32.0,997.0,3.4784,154400.0,NEAR OCEAN,5.223880597014926,2.976119402985075,0.19028571428571428
50.0,730.0,2.5139,219000.0,NEAR BAY,4.5474006116207955,2.232415902140673,0.20578345662407532
36.0,608.0,6.0648,290800.0,<1H OCEAN,5.8983739837398375,2.4715447154471546,0.1543762922122674
24.0,2690.0,2.5668,280000.0,<1H OCEAN,3.742523705324581,1.962071480671043,0.2798674722276359
20.0,572.0,5.3495,177300.0,INLAND,6.057591623036649,2.994764397905759,0.1547104580812446
28.0,1996.0,5.4609,263600.0,<1H OCEAN,6.80359820089955,2.992503748125937,0.1509475539885412
29.0,1530.0,2.8281,69300.0,INLAND,5.1167763157894735,2.5164473684210527,0.21247187399549983
16.0,1288.0,4.2067,125000.0,INLAND,5.443786982248521,3.8106508875739644,0.19293478260869565
44.0,502.0,4.4722,218300.0,<1H OCEAN,5.485380116959064,2.935672514619883,0.1929637526652452
34.0,1172.0,1.9722,116100.0,INLAND,4.28695652173913,2.0382608695652173,0.2511156186612576
52.0,646.0,4.0481,97300.0,INLAND,6.57421875,2.5234375,0.15805109922756982
29.0,341.0,4.7188,197100.0,NEAR BAY,6.511278195488722,2.56390977443609,0.15935334872979215
19.0,1014.0,4.535,289300.0,<1H OCEAN,5.574534161490683,3.1490683229813663,0.18272980501392758
24.0,1101.0,3.1576,147200.0,<1H OCEAN,5.234177215189874,2.3227848101265822,0.19185812172511085
17.0,910.0,3.5729,370800.0,NEAR OCEAN,5.563008130081301,1.8495934959349594,0.23894775301424917
45.0,1036.0,5.0482,388900.0,INLAND,5.80091533180778,2.3707093821510297,0.1794871794871795
44.0,1256.0,2.9507,157100.0,NEAR BAY,4.82680412371134,2.5896907216494847,0.21358393848782573
11.0,625.0,0.8702,170500.0,<1H OCEAN,3.7172619047619047,1.8601190476190477,0.25060048038430743
49.0,1361.0,1.9798,147400.0,NEAR BAY,4.822368421052632,2.2384868421052633,0.22783083219645292
17.0,530.0,3.038,238500.0,<1H OCEAN,4.54228855721393,2.63681592039801,0.2497261774370208
34.0,2204.0,3.5536,251000.0,NEAR OCEAN,5.218333333333334,3.6733333333333333,0.21366975407218142
32.0,1222.0,4.0985,226200.0,<1H OCEAN,5.744394618834081,2.7399103139013454,0.1916471506635441
52.0,2286.0,2.565,225000.0,NEAR BAY,3.477867203219316,2.299798792756539,0.29534278275961817
30.0,1082.0,2.5104,228100.0,<1H OCEAN,3.916923076923077,3.329230769230769,0.2694422623723488
24.0,894.0,4.2891,211700.0,<1H OCEAN,6.082191780821918,2.4493150684931506,0.18513513513513513
52.0,1558.0,2.0809,109600.0,<1H OCEAN,5.631004366812227,3.4017467248908297,0.1915471112834432
7.0,1456.0,3.5,186900.0,<1H OCEAN,3.8897196261682243,2.721495327102804,0.3157135992311389
30.0,886.0,3.1,71300.0,INLAND,4.977491961414791,2.8488745980707395,0.1821705426356589
19.0,2426.0,2.9783,82500.0,INLAND,5.093514328808446,3.659125188536953,0.1981048267693219
47.0,990.0,4.175,98300.0,INLAND,5.344594594594595,2.22972972972973,0.19426885798567214
33.0,1153.0,3.6083,212000.0,<1H OCEAN,5.445,2.8825,0.20431588613406795
20.0,857.0,3.5541,350000.0,NEAR BAY,3.8488372093023258,1.9930232558139536,0.2719033232628399
31.0,823.0,5.0641,234900.0,<1H OCEAN,5.315589353612167,3.129277566539924,0.18669527896995708
13.0,1038.0,4.2891,120100.0,INLAND,5.906976744186046,3.0174418604651163,0.17125984251968504
28.0,2830.0,2.754,166200.0,<1H OCEAN,3.564841498559078,4.077809798270893,0.2837510105092967
52.0,1519.0,2.1976,97900.0,NEAR BAY,4.590322580645161,2.45,0.2477160927617709
21.0,1094.0,4.6648,193000.0,<1H OCEAN,6.036827195467422,3.0991501416430594,0.15438761145002347
52.0,227.0,1.5156,187500.0,<1H OCEAN,2.75,1.5337837837837838,0.3931203931203931
13.0,1680.0,4.825,222000.0,NEAR BAY,4.882575757575758,3.1818181818181817,0.21373157486423583
26.0,2803.0,5.2276,434500.0,<1H OCEAN,4.814921090387374,2.0107604017216643,0.2146901072705602
10.0,1689.0,5.2032,217100.0,INLAND,6.277064220183486,3.0990825688073396,0.1645717626425022
36.0,598.0,5.8964,414800.0,NEAR OCEAN,5.932489451476793,2.523206751054852,0.1593172119487909
18.0,2099.0,2.5842,230800.0,<1H OCEAN,3.6778975741239894,2.8288409703504045,0.29314767314034446
23.0,1361.0,4.369,121100.0,INLAND,5.154639175257732,3.5077319587628866,0.188
25.0,1423.0,4.3235,116900.0,INLAND,5.524489795918368,2.904081632653061,0.17140746213520502
31.0,1108.0,3.3854,204400.0,NEAR OCEAN,4.11669658886894,1.9892280071813286,0.23942433493240298
36.0,518.0,3.0208,206300.0,NEAR BAY,3.902173913043478,1.8768115942028984,0.2720519962859796
3.0,3191.0,6.8588,302000.0,<1H OCEAN,8.640701071080818,3.107108081791626,0.14672075726842462
17.0,736.0,3.2011,162500.0,<1H OCEAN,3.5233918128654973,2.152046783625731,0.2879668049792531
45.0,801.0,1.2625,84700.0,NEAR BAY,5.32404181184669,2.7909407665505226,0.19044502617801048
52.0,531.0,4.8059,270600.0,INLAND,6.572815533980583,2.5776699029126213,0.16765140324963074
52.0,41.0,4.0972,500001.0,<1H OCEAN,2.1481481481481484,1.5185185185185186,0.896551724137931
39.0,316.0,0.716,104200.0,NEAR BAY,4.730769230769231,6.076923076923077,0.23170731707317074
45.0,504.0,4.8382,289400.0,NEAR OCEAN,5.4944444444444445,2.8,0.17593528816986856
25.0,819.0,2.7159,101400.0,INLAND,5.694852941176471,3.011029411764706,0.1736604260813428
25.0,1749.0,3.9722,450000.0,<1H OCEAN,4.149,1.749,0.2571704025066281
15.0,638.0,5.5842,88900.0,INLAND,7.112820512820512,3.2717948717948717,0.17015140591204037
28.0,2549.0,3.2241,295800.0,<1H OCEAN,4.188376753507014,1.702738810955244,0.2720893141945773
26.0,989.0,2.5119,171700.0,<1H OCEAN,4.6348773841961854,2.6948228882833787,0.23750734861845973
37.0,763.0,3.8516,206900.0,<1H OCEAN,5.492957746478873,2.686619718309859,0.1762820512820513
31.0,1266.0,2.2264,50800.0,INLAND,4.9804469273743015,3.536312849162011,0.2142456533931576
21.0,983.0,4.8274,174100.0,NEAR OCEAN,5.832214765100671,3.2986577181208054,0.16973532796317606
23.0,1184.0,3.1625,70600.0,INLAND,5.773399014778325,2.916256157635468,0.17363481228668942
20.0,1729.0,3.0441,193800.0,<1H OCEAN,4.049079754601227,1.7678936605316973,0.2593434343434343
38.0,1783.0,1.8086,97100.0,<1H OCEAN,3.5,4.435323383084577,0.31769722814498935
6.0,1938.0,3.1917,112800.0,INLAND,7.058011049723757,2.6767955801104972,0.20430528375733856
36.0,896.0,4.6827,183800.0,<1H OCEAN,5.605691056910569,3.6422764227642275,0.19216823785351705
16.0,1036.0,2.0246,148800.0,<1H OCEAN,5.302631578947368,1.7039473684210527,0.2261166253101737
34.0,1920.0,4.5304,181300.0,<1H OCEAN,4.7515625,3.0,0.22262413679710621
38.0,261.0,2.1413,96900.0,INLAND,4.679245283018868,4.9245283018867925,0.2217741935483871
52.0,1034.0,5.3509,302100.0,NEAR BAY,5.65067178502879,1.9846449136276392,0.18206521739130435
46.0,423.0,3.375,136300.0,NEAR OCEAN,5.24223602484472,2.627329192546584,0.17417061611374407
26.0,1915.0,5.3681,187700.0,<1H OCEAN,6.048421052631579,4.031578947368421,0.16707274625826662
34.0,1456.0,3.125,168600.0,<1H OCEAN,4.923076923076923,3.5,0.20068359375
42.0,1084.0,2.3295,74400.0,INLAND,5.46749226006192,3.3560371517027865,0.19479048697621745
13.0,2814.0,4.0616,148800.0,NEAR OCEAN,5.157894736842105,3.7026315789473685,0.19770408163265307
16.0,1135.0,2.7316,97500.0,INLAND,5.226415094339623,2.67688679245283,0.20667870036101083
52.0,248.0,1.7961,47500.0,NEAR OCEAN,3.5789473684210527,4.350877192982456,0.3627450980392157
30.0,1433.0,2.68,170000.0,<1H OCEAN,3.3196480938416424,4.202346041055718,0.30653710247349825
46.0,2587.0,2.7179,184300.0,<1H OCEAN,3.694103194103194,3.178132678132678,0.28400399068839377
45.0,916.0,9.4664,500001.0,<1H OCEAN,7.593984962406015,2.2957393483709274,0.1429042904290429
24.0,1990.0,1.9014,83500.0,<1H OCEAN,5.024326672458732,1.7289313640312771,0.21718831056545046
51.0,707.0,6.2561,431000.0,NEAR BAY,6.707746478873239,2.48943661971831,0.15275590551181104
15.0,213.0,7.1053,315200.0,INLAND,6.52054794520548,2.9178082191780823,0.1407563025210084
22.0,773.0,2.9812,148800.0,INLAND,4.8955696202531644,2.4462025316455698,0.21590174531351003
27.0,768.0,4.2411,258900.0,NEAR OCEAN,6.436708860759493,2.430379746835443,0.16764995083579154
32.0,926.0,3.0139,61500.0,INLAND,5.651515151515151,3.507575757575758,0.1903485254691689
27.0,1391.0,8.1001,336500.0,<1H OCEAN,7.301455301455301,2.891891891891892,0.13439635535307518
35.0,978.0,4.9583,342800.0,<1H OCEAN,5.4969325153374236,3.0,0.1796875
10.0,1443.0,2.2727,92700.0,INLAND,4.934027777777778,2.5052083333333335,0.21815622800844475
31.0,548.0,3.7614,176000.0,NEAR BAY,4.145945945945946,2.962162162162162,0.22294654498044328
38.0,1768.0,1.9336,190600.0,<1H OCEAN,4.246013667425968,4.027334851936219,0.2762875536480687
20.0,2198.0,3.2061,120400.0,INLAND,5.005134788189987,2.821566110397946,0.19569120287253142
28.0,804.0,4.8571,201100.0,INLAND,6.591078066914498,2.9888475836431225,0.15679639029892836
15.0,2540.0,4.8611,146400.0,INLAND,6.442065491183879,3.198992443324937,0.15171065493646138
26.0,886.0,5.0855,232200.0,<1H OCEAN,6.685121107266436,3.065743944636678,0.14492753623188406
10.0,1020.0,2.6071,89000.0,INLAND,11.632978723404255,2.7127659574468086,0.226108824874257
44.0,1434.0,3.875,275700.0,NEAR OCEAN,5.691441441441442,3.22972972972973,0.20498614958448755
25.0,1710.0,2.2303,159400.0,<1H OCEAN,3.2417391304347825,2.973913043478261,0.33047210300429186
10.0,2056.0,3.9022,191700.0,NEAR BAY,4.850318471337579,3.2738853503184715,0.22258699934340118
38.0,1384.0,2.865,155500.0,<1H OCEAN,4.55614973262032,3.700534759358289,0.20363849765258216
22.0,1952.0,3.1667,161000.0,<1H OCEAN,3.8038379530916844,2.0810234541577826,0.26289237668161436
30.0,1467.0,1.8878,51600.0,INLAND,4.272952853598015,3.640198511166253,0.21602787456445993
20.0,1427.0,4.4712,144000.0,<1H OCEAN,3.4289340101522843,3.6218274111675126,0.2753515914137676
18.0,2703.0,6.8075,325900.0,NEAR OCEAN,7.454436450839329,3.241007194244604,0.13800868586134793
14.0,1371.0,3.5774,113900.0,INLAND,5.409185803757829,2.862212943632568,0.19181783095329988
43.0,839.0,2.81,103400.0,NEAR OCEAN,4.272340425531915,3.570212765957447,0.2350597609561753
4.0,1311.0,2.8649,186500.0,<1H OCEAN,4.958477508650519,2.2681660899653977,0.22609909281228194
52.0,1015.0,1.725,113900.0,NEAR BAY,5.096234309623431,2.1234309623430963,0.22208538587848933
44.0,961.0,3.9352,406900.0,NEAR OCEAN,4.6036363636363635,1.7472727272727273,0.245260663507109
9.0,1938.0,2.1293,151400.0,<1H OCEAN,4.7352380952380955,3.6914285714285713,0.251810136765889
52.0,979.0,3.4762,244000.0,NEAR BAY,5.305084745762712,2.0741525423728815,0.20607028753993611
26.0,852.0,5.8325,298900.0,<1H OCEAN,5.350140056022409,2.3865546218487395,0.19424083769633507
31.0,1524.0,5.0201,264100.0,NEAR BAY,5.042553191489362,3.2425531914893617,0.1860759493670886
17.0,1035.0,4.9292,207200.0,NEAR OCEAN,6.802884615384615,2.487980769230769,0.1519434628975265
19.0,969.0,3.75,173400.0,<1H OCEAN,4.4731457800511505,2.4782608695652173,0.23213264722698684
52.0,1380.0,4.75,500001.0,NEAR BAY,4.771812080536913,2.315436241610738,0.2190576652601969
15.0,2459.0,2.811,142100.0,<1H OCEAN,6.485013623978202,3.3501362397820165,0.1829831932773109
34.0,848.0,2.4741,87000.0,INLAND,5.611111111111111,2.7712418300653594,0.20617355853232383
31.0,1073.0,1.5714,56100.0,INLAND,4.639908256880734,2.4610091743119265,0.23183391003460208
30.0,932.0,2.6894,179500.0,<1H OCEAN,3.6733870967741935,1.8790322580645162,0.27716794731064764
41.0,1680.0,2.6701,139000.0,INLAND,4.8887323943661976,2.3661971830985915,0.21694036300777875
10.0,2227.0,2.6149,83500.0,INLAND,5.599269183922046,2.712545676004872,0.21949097237328694
35.0,1453.0,2.316,119400.0,INLAND,4.100467289719626,3.3948598130841123,0.25413105413105413
35.0,1044.0,3.9732,174900.0,NEAR OCEAN,6.082857142857143,2.9828571428571427,0.17942696101456082
20.0,2867.0,4.806,279700.0,<1H OCEAN,5.86797385620915,3.7477124183006536,0.17821341055914458
17.0,833.0,1.439,140600.0,<1H OCEAN,3.797752808988764,1.8719101123595505,0.27455621301775146
32.0,1278.0,4.45,263600.0,<1H OCEAN,5.1561866125760645,2.5922920892494927,0.2069236821400472
25.0,3912.0,5.257,226100.0,<1H OCEAN,6.163247100802854,3.489741302408564,0.1670285135330728
18.0,859.0,2.6065,93800.0,INLAND,5.534883720930233,2.8538205980066444,0.17647058823529413
16.0,1835.0,5.3363,212800.0,<1H OCEAN,4.529126213592233,4.453883495145631,0.19506966773847803
37.0,621.0,3.5588,268800.0,NEAR BAY,4.267515923566879,1.9777070063694266,0.24029850746268658
38.0,671.0,3.2969,220000.0,<1H OCEAN,4.733812949640288,2.4136690647482015,0.19984802431610943
13.0,1087.0,4.7625,137500.0,<1H OCEAN,5.265206812652068,2.6447688564476888,0.19038817005545286
21.0,3122.0,3.0481,210000.0,NEAR OCEAN,4.214501510574018,3.1440080563947634,0.24324970131421744
47.0,1628.0,1.5089,115800.0,<1H OCEAN,3.9046153846153846,5.009230769230769,0.2545311268715524
37.0,2099.0,3.5781,366700.0,<1H OCEAN,4.8281750266808965,2.240128068303095,0.22214854111405835
33.0,839.0,3.705,185800.0,<1H OCEAN,5.191304347826087,3.6478260869565218,0.19179229480737017
40.0,264.0,3.8875,228100.0,NEAR BAY,5.6103896103896105,3.4285714285714284,0.2361111111111111
41.0,859.0,7.419,483700.0,<1H OCEAN,6.725165562913907,2.8443708609271523,0.1447562776957164
37.0,761.0,2.3438,88100.0,INLAND,5.862903225806452,3.068548387096774,0.17950481430536452
39.0,1160.0,4.1406,323700.0,<1H OCEAN,5.041284403669724,2.6605504587155964,0.19335759781619655
42.0,884.0,2.2304,203800.0,<1H OCEAN,4.664670658682635,2.6467065868263475,0.20667522464698332
20.0,937.0,3.6217,195300.0,<1H OCEAN,4.536184210526316,3.0822368421052633,0.24147933284989123
52.0,23.0,2.375,67500.0,INLAND,4.8,4.6,0.25
43.0,820.0,2.025,215600.0,<1H OCEAN,4.30327868852459,3.360655737704918,0.24
52.0,1728.0,3.1864,189800.0,<1H OCEAN,4.607038123167156,2.533724340175953,0.243475493316359
40.0,934.0,2.6354,151800.0,<1H OCEAN,3.3527397260273974,3.1986301369863015,0.3023493360572012
16.0,1325.0,2.5172,293900.0,NEAR OCEAN,6.150470219435737,2.0768025078369905,0.17813455657492355
40.0,1304.0,3.5694,276400.0,NEAR OCEAN,4.391156462585034,2.2176870748299318,0.23470178156467855
52.0,1913.0,2.9567,425000.0,NEAR BAY,4.05344295991778,1.9660842754367933,0.2718052738336714
29.0,919.0,5.6017,430000.0,<1H OCEAN,4.263803680981595,1.8793456032719837,0.2556354916067146
32.0,1109.0,1.1786,45600.0,INLAND,4.520979020979021,3.8776223776223775,0.2451662799690642
45.0,2337.0,3.4472,225400.0,NEAR BAY,4.468629961587708,2.9923175416133163,0.20401146131805156
12.0,395.0,4.225,127600.0,INLAND,9.979166666666666,2.7430555555555554,0.18649965205288796
30.0,1724.0,3.4792,194700.0,<1H OCEAN,4.532956685499058,3.2467043314500943,0.2413793103448276
38.0,259.0,3.75,187500.0,INLAND,5.275229357798165,2.376146788990826,0.18608695652173912
35.0,926.0,5.0653,158000.0,<1H OCEAN,5.602836879432624,3.2836879432624113,0.16835443037974684
25.0,2519.0,6.8112,500001.0,<1H OCEAN,7.076693227091633,2.508964143426295,0.14243490499648134
38.0,711.0,3.0673,218400.0,NEAR BAY,4.881019830028329,2.0141643059490084,0.228670922809054
31.0,1346.0,3.212,70400.0,INLAND,5.1732776617954075,2.8100208768267225,0.18724778046811946
52.0,787.0,3.1603,269500.0,NEAR BAY,4.429193899782135,1.7145969498910676,0.23905558288243975
9.0,1458.0,5.4201,170600.0,INLAND,8.48326359832636,3.0502092050209204,0.13218249075215782
23.0,1109.0,3.142,179500.0,NEAR BAY,4.538277511961723,2.65311004784689,0.23194517659462308
26.0,1524.0,4.3162,136400.0,NEAR OCEAN,5.6938775510204085,2.8274582560296846,0.16878462039752362
52.0,614.0,2.0549,156700.0,INLAND,4.242819843342037,1.6031331592689295,0.25784615384615384
36.0,1024.0,2.125,153500.0,<1H OCEAN,3.464788732394366,3.6056338028169015,0.27947154471544716
7.0,485.0,2.7396,125600.0,INLAND,6.548076923076923,4.663461538461538,0.18355359765051396
35.0,1444.0,2.745,106800.0,<1H OCEAN,4.887096774193548,3.881720430107527,0.20572057205720573
26.0,1217.0,1.8801,57600.0,INLAND,4.634464751958225,3.177545691906005,0.2343661971830986
15.0,2829.0,5.4889,232300.0,INLAND,7.01010101010101,2.8575757575757574,0.1468299711815562
41.0,770.0,3.025,90600.0,INLAND,4.992,3.08,0.22275641025641027
27.0,1272.0,3.0208,112700.0,INLAND,5.6409638554216865,3.0650602409638554,0.1785561725758223
14.0,2698.0,4.7027,227600.0,<1H OCEAN,4.951739618406285,3.028058361391695,0.20942883046237534
44.0,315.0,1.6071,112500.0,<1H OCEAN,3.8625,3.9375,0.39158576051779936
27.0,736.0,6.7805,392900.0,<1H OCEAN,7.913934426229508,3.0163934426229506,0.13516312791299845
49.0,1329.0,3.2898,200000.0,<1H OCEAN,4.293216630196937,2.9080962800875274,0.2217125382262997
26.0,664.0,3.0278,96800.0,INLAND,5.803347280334728,2.778242677824268,0.19971160778658975
6.0,2064.0,5.1837,259800.0,NEAR OCEAN,6.364681295715778,2.156739811912226,0.16713183385322608
11.0,1594.0,4.3426,141300.0,<1H OCEAN,4.505763688760807,2.2968299711815563,0.22577550367764632
21.0,1688.0,5.9582,288000.0,<1H OCEAN,6.176938369781312,3.355864811133201,0.15545542323785003
43.0,1017.0,2.1078,133500.0,<1H OCEAN,4.7075208913649025,2.832869080779944,0.2242603550295858
16.0,1022.0,4.0,223400.0,<1H OCEAN,5.145748987854251,2.068825910931174,0.1959087332808812
15.0,1303.0,5.3017,202600.0,NEAR BAY,7.495305164319249,3.0586854460093895,0.14657062323833386
37.0,936.0,2.4717,77100.0,INLAND,4.748633879781421,2.557377049180328,0.23187571921749137
17.0,2768.0,1.7958,140400.0,NEAR OCEAN,4.146449704142012,4.094674556213017,0.24366749910809846
15.0,1277.0,4.5045,164500.0,<1H OCEAN,5.299120234604105,3.7448680351906156,0.20918649695628114
39.0,575.0,3.1711,116100.0,NEAR BAY,5.683982683982684,2.4891774891774894,0.23305407463823305
20.0,1293.0,6.7578,451400.0,<1H OCEAN,6.211573236889692,2.338155515370705,0.17263464337700146
29.0,2223.0,3.5109,186000.0,<1H OCEAN,4.6923076923076925,3.0535714285714284,0.23126463700234193
46.0,531.0,4.3125,290500.0,NEAR OCEAN,6.135135135135135,2.391891891891892,0.15712187958883994
46.0,1368.0,1.5273,59000.0,INLAND,4.764065335753176,2.4827586206896552,0.2259047619047619
13.0,1125.0,5.888,447700.0,NEAR OCEAN,5.922448979591837,2.295918367346939,0.1847002067539628
41.0,602.0,3.7885,156900.0,NEAR OCEAN,3.9672131147540983,3.289617486338798,0.22865013774104684
35.0,479.0,5.152,215600.0,<1H OCEAN,5.571428571428571,2.9751552795031055,0.17391304347826086
50.0,488.0,2.2097,258300.0,<1H OCEAN,3.111111111111111,1.8074074074074074,0.33214285714285713
16.0,1649.0,4.0221,236200.0,<1H OCEAN,5.594795539033457,3.0650557620817844,0.19269102990033224
33.0,1021.0,3.6019,225000.0,<1H OCEAN,4.615555555555556,2.2688888888888887,0.2339913336543091
26.0,2103.0,4.4167,333800.0,NEAR OCEAN,5.005359056806002,2.2540192926045015,0.22248394004282654
31.0,2302.0,1.9688,53900.0,INLAND,4.10801393728223,4.010452961672474,0.24597116200169636
38.0,1144.0,0.7683,81800.0,NEAR BAY,4.253561253561253,3.259259259259259,0.2478231748158071
30.0,2667.0,3.1796,170300.0,NEAR BAY,5.126074498567335,2.5472779369627507,0.22489286379727969
16.0,371.0,6.0767,216400.0,INLAND,5.572413793103448,2.5586206896551724,0.16955445544554457
52.0,510.0,5.2402,296400.0,NEAR BAY,6.200892857142857,2.2767857142857144,0.15262778977681785
37.0,951.0,2.875,57700.0,INLAND,4.400749063670412,3.561797752808989,0.22127659574468084
34.0,795.0,4.4219,338100.0,<1H OCEAN,5.850220264317181,3.502202643171806,0.18373493975903615
20.0,518.0,5.3767,231300.0,INLAND,6.359550561797753,2.9101123595505616,0.15636042402826855
17.0,2034.0,4.6833,142200.0,INLAND,6.077961019490255,3.0494752623688157,0.16132215096201283
19.0,571.0,6.6031,500001.0,<1H OCEAN,6.190647482014389,2.053956834532374,0.168506682161534
16.0,455.0,7.2779,292900.0,<1H OCEAN,5.351851851851852,2.1064814814814814,0.17128027681660898
34.0,896.0,2.0357,74200.0,INLAND,4.906103286384977,2.103286384976526,0.22870813397129186
18.0,904.0,2.1625,77200.0,<1H OCEAN,5.488135593220339,3.064406779661017,0.21371216800494133
35.0,1017.0,2.2106,132500.0,NEAR BAY,4.521739130434782,2.4565217391304346,0.22382478632478633
6.0,2533.0,3.625,113600.0,INLAND,5.40463645943098,2.6691253951527925,0.2181711834665627
43.0,955.0,2.5898,72100.0,INLAND,5.425974025974026,2.4805194805194803,0.1910004786979416
32.0,793.0,7.1198,469900.0,NEAR OCEAN,7.39906103286385,1.8615023474178405,0.1598984771573604
34.0,1193.0,3.1719,115300.0,NEAR OCEAN,4.883408071748879,2.6748878923766815,0.20890725436179983
42.0,713.0,3.84,235900.0,NEAR OCEAN,4.315270935960591,3.5123152709359604,0.2465753424657534
20.0,565.0,7.2592,314800.0,<1H OCEAN,7.135294117647059,3.323529411764706,0.14097279472382523
36.0,426.0,1.4427,50600.0,INLAND,3.798076923076923,2.048076923076923,0.28354430379746837
18.0,1186.0,5.3226,231700.0,NEAR BAY,5.567741935483871,3.825806451612903,0.15990730011587487
37.0,492.0,2.675,241700.0,NEAR OCEAN,3.404833836858006,1.486404833836858,0.290150842945874
25.0,899.0,3.8194,134400.0,NEAR OCEAN,6.180769230769231,3.457692307692308,0.17423771001866833
24.0,1741.0,7.248,302700.0,<1H OCEAN,6.557823129251701,2.9608843537414966,0.1470435684647303
21.0,1194.0,7.1273,346300.0,<1H OCEAN,5.856132075471698,2.8160377358490565,0.1594844945630286
34.0,2654.0,4.5878,291000.0,NEAR OCEAN,5.59794776119403,2.4757462686567164,0.18513581069821697
18.0,825.0,4.3229,327300.0,INLAND,5.398601398601398,2.8846153846153846,0.17616580310880828
52.0,189.0,2.108,83800.0,INLAND,5.24468085106383,2.0106382978723403,0.18052738336713997
16.0,879.0,5.2146,255200.0,INLAND,28.432142857142857,3.1392857142857142,0.14407737721391786
49.0,228.0,8.0239,500001.0,<1H OCEAN,5.669811320754717,2.150943396226415,0.15806988352745424
5.0,1467.0,5.2541,237100.0,<1H OCEAN,5.469879518072289,2.5249569707401034,0.1985525487728131
16.0,2529.0,5.1299,238900.0,<1H OCEAN,5.776412776412776,3.1068796068796067,0.17141641854529988
43.0,1141.0,4.8295,319000.0,NEAR OCEAN,5.9175,2.8525,0.17279256442754543
52.0,1659.0,2.9357,107900.0,NEAR BAY,4.327669902912621,4.026699029126213,0.22153673583847447
20.0,871.0,6.2715,97200.0,INLAND,6.90990990990991,3.9234234234234235,0.15319426336375488
32.0,1277.0,6.6661,500001.0,NEAR OCEAN,6.85996705107084,2.103789126853377,0.16834774255523535
21.0,1392.0,5.1439,414000.0,NEAR OCEAN,7.276243093922652,2.56353591160221,0.1422424702606935
5.0,1174.0,4.0114,97700.0,INLAND,6.053072625698324,3.2793296089385473,0.17720350715274574
52.0,821.0,1.9597,200000.0,NEAR OCEAN,2.839160839160839,1.9137529137529137,0.3866995073891626
22.0,768.0,2.655,160000.0,<1H OCEAN,4.305555555555555,2.6666666666666665,0.23709677419354838
23.0,610.0,1.4861,95100.0,<1H OCEAN,4.325396825396825,4.841269841269841,0.24036697247706423
18.0,1700.0,5.817,257300.0,<1H OCEAN,6.982692307692307,3.269230769230769,0.15064720462682457
29.0,3675.0,1.8112,103600.0,NEAR OCEAN,3.713523131672598,3.2695729537366547,0.2862961188308577
28.0,967.0,1.5917,89400.0,INLAND,5.45136186770428,3.762645914396887,0.2222222222222222
5.0,2679.0,4.196,171700.0,INLAND,5.515682656826568,2.4714022140221403,0.19902993811674194
32.0,1746.0,3.9331,187600.0,NEAR OCEAN,4.944099378881988,3.6149068322981366,0.19556113902847572
41.0,1731.0,1.2347,111700.0,<1H OCEAN,3.8365180467091293,3.6751592356687897,0.2728278915329275
17.0,3822.0,6.0829,252600.0,<1H OCEAN,6.506079027355623,2.904255319148936,0.15779023592618546
14.0,1083.0,2.6466,168500.0,NEAR BAY,4.893542757417103,1.8900523560209423,0.2093437945791726
33.0,1187.0,4.0469,196600.0,<1H OCEAN,5.597058823529411,3.4911764705882353,0.20283762480294273
18.0,919.0,4.1696,222500.0,<1H OCEAN,6.1661016949152545,3.1152542372881356,0.15557998900494777
41.0,850.0,3.4208,343400.0,<1H OCEAN,4.183673469387755,1.7346938775510203,0.23317073170731709
15.0,3164.0,2.9148,238700.0,<1H OCEAN,4.285957446808511,2.6927659574468086,0.2579428117553614
25.0,978.0,8.4699,344000.0,INLAND,7.627684964200477,2.3341288782816227,0.12703379224030037
24.0,3188.0,5.6344,228700.0,<1H OCEAN,5.276053215077606,3.5343680709534366,0.1935280521117882
28.0,1424.0,4.4167,247300.0,<1H OCEAN,6.2840690978886755,2.7332053742802302,0.17440439828955406
